"","Tile1","Tile2","cellTypes"
"44227","chr7:87874935-87878332","chr7:88276239-88280102","Neu"
"44228","chr7:87874935-87878332","chr7:88295550-88298343","Mon,Neu"
"44229","chr7:87874935-87878332","chr7:88324277-88328251","Neu"
"44230","chr7:87874935-87878332","chr7:88348684-88362714","Ery"
"44231","chr7:87931899-87936305","chr7:88212860-88235206","Neu"
"44232","chr7:88212860-88235206","chr7:88348684-88362714","Mon,Neu"
"44233","chr7:88212860-88235206","chr7:88387412-88389374","Mon,Neu"
"44234","chr7:88212860-88235206","chr7:88389374-88391143","Mac2"
"44235","chr7:88306607-88308559","chr7:88212860-88235206","Mac2"
"44236","chr7:90595565-90599730","chr7:88212860-88235206","Mac1,Mon,Neu"
"44237","chr7:90595565-90599730","chr7:88268251-88273956","Mac0,Mac1,Mac2,Mon,Neu"
"44238","chr7:90595565-90599730","chr7:88276239-88280102","Mac2,Mon,Neu"
"44239","chr7:90595565-90599730","chr7:88280102-88281979","Mac2"
"44240","chr7:90595565-90599730","chr7:88456946-88457878","Mac1,Mac2"
"44241","chr7:90595565-90599730","chr7:90457587-90460951","Mac1"
"44242","chr7:90595565-90599730","chr7:90460951-90470213","Mac0,Mac1,Mac2,Mon"
"44243","chr7:90595565-90599730","chr7:90534055-90534589","Mac0,Mac1,Mac2,Mon"
"44244","chr7:90595565-90599730","chr7:90534589-90538536","Mac2"
"44245","chr7:91262710-91266978","chr7:91846838-91852626","Mac2,Mon"
"44246","chr7:91878161-91881458","chr7:93221369-93228518","Mac1,Mac2,Mon"
"44247","chr7:92243352-92247381","chr7:91868978-91878161","Ery"
"44248","chr7:92243352-92247381","chr7:92354729-92358853","nCD8"
"44249","chr7:92243352-92247381","chr7:92401911-92407615","Mac2,Mon"
"44250","chr7:92243352-92247381","chr7:93221369-93228518","Mac1"
"44251","chr7:92243352-92247381","chr7:93234752-93239275","Mac1,Mac2"
"44252","chr7:92445571-92450167","chr7:90457587-90460951","Mac2"
"44253","chr7:92445571-92450167","chr7:91846838-91852626","Mac2"
"44254","chr7:92445571-92450167","chr7:91852626-91853219","Mac1,Mac2,Mon"
"44255","chr7:92445571-92450167","chr7:91868978-91878161","Mac2"
"44256","chr7:92445571-92450167","chr7:92060715-92061948","Ery"
"44257","chr7:92445571-92450167","chr7:92069169-92072599","Mac1"
"44258","chr7:92445571-92450167","chr7:92152436-92160489","Mac1"
"44259","chr7:92445571-92450167","chr7:93234752-93239275","Mac2,Mon"
"44260","chr7:92526325-92528606","chr7:93221369-93228518","Mac1"
"44261","chr7:92526325-92528606","chr7:93234752-93239275","MK"
"44262","chr7:92526325-92528606","chr7:123533957-123537051","Mac1,Mac2,Mon"
"44263","chr7:92528606-92532058","chr7:91868978-91878161","Mac2,Mon"
"44264","chr7:92528606-92532058","chr7:93221369-93228518","Mac1"
"44265","chr7:92528606-92532058","chr7:93234752-93239275","MK"
"44266","chr7:92528606-92532058","chr7:123533957-123537051","Mac2,Mon"
"44267","chr7:92589226-92597288","chr7:93221369-93228518","Mac1"
"44268","chr7:92589226-92597288","chr7:93234752-93239275","nCD4"
"44269","chr7:92831297-92838147","chr7:92581472-92586193","nCD4"
"44270","chr7:92831297-92838147","chr7:92624535-92631105","Ery"
"44271","chr7:92831297-92838147","chr7:92652536-92657315","Ery,MK"
"44272","chr7:92831297-92838147","chr7:92657315-92667146","nCD4,nCD8,Mac1"
"44273","chr7:92831297-92838147","chr7:92681535-92689205","Mac1"
"44274","chr7:92831297-92838147","chr7:92689205-92698014","Ery,MK"
"44275","chr7:92831297-92838147","chr7:92703321-92709926","Mac2,Mon"
"44276","chr7:92831297-92838147","chr7:93221369-93228518","Mac2,Mon"
"44277","chr7:93117772-93122124","chr7:93221369-93228518","nCD4"
"44278","chr7:93229978-93234752","chr7:92624535-92631105","Mac2,Mon"
"44279","chr7:94003485-94005032","chr7:93221369-93228518","Mac1"
"44280","chr7:94003485-94005032","chr7:93234752-93239275","MK"
"44281","chr7:94003485-94005032","chr7:93925553-93930876","Mac2,Mon"
"44282","chr7:94504549-94512554","chr7:93221369-93228518","Mac1"
"44283","chr7:94504549-94512554","chr7:93234752-93239275","Mac0,Mac2"
"44284","chr7:94504549-94512554","chr7:95089436-95090231","MK"
"44285","chr7:94504549-94512554","chr7:95412510-95416806","MK"
"44286","chr7:95771719-95774472","chr7:96303335-96311393","MK"
"44287","chr7:96315323-96324333","chr7:96215409-96217890","Neu"
"44288","chr7:96315323-96324333","chr7:96301181-96303335","MK,Mon,Neu"
"44289","chr7:96315323-96324333","chr7:96303335-96311393","MK"
"44290","chr7:96315323-96324333","chr7:96311393-96312517","nCD4,MK"
"44291","chr7:96315323-96324333","chr7:96695549-96696690","nCD4,MK"
"44292","chr7:96315323-96324333","chr7:96696690-96699511","nCD4"
"44293","chr7:96315323-96324333","chr7:96699511-96701029","nCD4"
"44294","chr7:96315323-96324333","chr7:96701029-96701790","Neu"
"44295","chr7:96315323-96324333","chr7:98123805-98130984","MK"
"44296","chr7:96705964-96715497","chr7:96215409-96217890","Mac2,Mon"
"44297","chr7:97113737-97117338","chr7:93221369-93228518","Mac1"
"44298","chr7:97113737-97117338","chr7:93234752-93239275","Neu"
"44299","chr7:97113737-97117338","chr7:96301181-96303335","MK,Mon,Neu"
"44300","chr7:97113737-97117338","chr7:96303335-96311393","MK"
"44301","chr7:97113737-97117338","chr7:96311393-96312517","Ery,Mac0,Mac1,Mac2,MK,Mon,Neu"
"44302","chr7:97113737-97117338","chr7:96312517-96315323","Mac1,Mac2,Neu"
"44303","chr7:97113737-97117338","chr7:96315323-96324333","nCD4,MK"
"44304","chr7:97113737-97117338","chr7:96696690-96699511","nCD4"
"44305","chr7:97113737-97117338","chr7:96701029-96701790","nCD4,Mac0"
"44306","chr7:97113737-97117338","chr7:96701790-96705347","Neu"
"44307","chr7:97113737-97117338","chr7:97847764-97848628","Neu"
"44308","chr7:97113737-97117338","chr7:98123805-98130984","Neu"
"44309","chr7:97113737-97117338","chr7:98164608-98169622","MK"
"44310","chr7:97113737-97117338","chr7:103063977-103069476","Neu"
"44311","chr7:97869173-97872753","chr7:97173183-97177150","MK"
"44312","chr7:98105993-98109996","chr7:96311393-96312517","Neu"
"44313","chr7:98105993-98109996","chr7:98018259-98021952","MK,Neu"
"44314","chr7:98105993-98109996","chr7:98119490-98123546","Neu"
"44315","chr7:98105993-98109996","chr7:98164608-98169622","Mon,Neu"
"44316","chr7:98247469-98252662","chr7:98018259-98021952","MK,Neu"
"44317","chr7:98247469-98252662","chr7:98119490-98123546","Neu"
"44318","chr7:98247469-98252662","chr7:98123805-98130984","Neu"
"44319","chr7:98247469-98252662","chr7:98164608-98169622","Mac2"
"44320","chr7:98247469-98252662","chr7:98863030-98868384","nCD8"
"44321","chr7:98873938-98891981","chr7:98999310-99004219","Ery"
"44322","chr7:98873938-98891981","chr7:99366150-99372979","nCD8"
"44323","chr7:99141447-99149579","chr7:99070900-99077233","Neu"
"44324","chr7:99141447-99149579","chr7:99121595-99123648","Neu"
"44325","chr7:99141447-99149579","chr7:99123648-99124392","nCD4"
"44326","chr7:99141447-99149579","chr7:157142306-157145759","nCD8"
"44327","chr7:99323500-99329393","chr7:98999310-99004219","Mac0,Mac1,Mac2,MK"
"44328","chr7:99323500-99329393","chr7:99020577-99023043","nCD8"
"44329","chr7:99323500-99329393","chr7:99070900-99077233","Mac2,MK,Mon,Neu"
"44330","chr7:99323500-99329393","chr7:99082266-99087319","Neu"
"44331","chr7:99323500-99329393","chr7:99121595-99123648","Neu"
"44332","chr7:99323500-99329393","chr7:99123648-99124392","nCD8,Mac1,Mac2"
"44333","chr7:99323500-99329393","chr7:99494031-99517927","nCD8"
"44334","chr7:99372979-99375141","chr7:98999310-99004219","Ery"
"44335","chr7:99407234-99410710","chr7:99366150-99372979","nCD8,Mac1,Mac2"
"44336","chr7:99407234-99410710","chr7:99494031-99517927","MK"
"44337","chr7:99462887-99473574","chr7:99476302-99478467","Ery"
"44338","chr7:99462887-99473574","chr7:100059535-100064130","MK"
"44339","chr7:99494031-99517927","chr7:99476302-99478467","Neu"
"44340","chr7:99555938-99559957","chr7:99998264-100017947","Ery"
"44341","chr7:99615457-99618058","chr7:99820684-99824596","nCD8,MK"
"44342","chr7:99615457-99618058","chr7:99840751-99846105","Neu"
"44343","chr7:99615457-99618058","chr7:99891779-99898901","Neu"
"44344","chr7:99615457-99618058","chr7:99998264-100017947","Ery"
"44345","chr7:99615457-99618058","chr7:100059535-100064130","MK"
"44346","chr7:99998264-100017947","chr7:99476302-99478467","Neu"
"44347","chr7:99998264-100017947","chr7:100412071-100413822","Ery"
"44348","chr7:99998264-100017947","chr7:100831857-100836284","MK"
"44349","chr7:100087127-100095579","chr7:99476302-99478467","Neu"
"44350","chr7:100087127-100095579","chr7:100406023-100412071","Neu"
"44351","chr7:100087127-100095579","chr7:100412071-100413822","Neu"
"44352","chr7:100099540-100105803","chr7:100406023-100412071","Neu"
"44353","chr7:100099540-100105803","chr7:100412071-100413822","Neu"
"44354","chr7:100142400-100150268","chr7:99998264-100017947","Mac1,Mac2"
"44355","chr7:100142400-100150268","chr7:100202694-100227563","Ery,Mac1,Mac2,Mon,Neu"
"44356","chr7:100142400-100150268","chr7:100460863-100495051","Neu"
"44357","chr7:100150268-100175094","chr7:100133634-100140543","Neu"
"44358","chr7:100150268-100175094","chr7:100406023-100412071","Neu"
"44359","chr7:100150268-100175094","chr7:100412071-100413822","Neu"
"44360","chr7:100175094-100183414","chr7:100133634-100140543","Neu"
"44361","chr7:100347911-100359566","chr7:100133634-100140543","Neu"
"44362","chr7:100347911-100359566","chr7:100406023-100412071","Neu"
"44363","chr7:100347911-100359566","chr7:100412071-100413822","Neu"
"44364","chr7:100362089-100368801","chr7:100406023-100412071","Neu"
"44365","chr7:100362089-100368801","chr7:100412071-100413822","nCD8"
"44366","chr7:100424386-100433685","chr7:100150268-100175094","nCD8,Ery,Neu"
"44367","chr7:100424386-100433685","chr7:100557773-100563269","Mac0,Mac1,Mac2,Mon,Neu"
"44368","chr7:100424386-100433685","chr7:100690159-100703923","Mac0,Mac1,Mac2,Mon,Neu"
"44369","chr7:100433685-100438286","chr7:100690159-100703923","Ery,Mac1,MK"
"44370","chr7:100460863-100495051","chr7:100549235-100557773","nCD8,Ery,Neu"
"44371","chr7:100460863-100495051","chr7:100557773-100563269","Neu"
"44372","chr7:100460863-100495051","chr7:100563269-100564879","Ery"
"44373","chr7:100460863-100495051","chr7:100616348-100617913","Mac0,Mac1,Mac2,Mon,Neu"
"44374","chr7:100460863-100495051","chr7:100690159-100703923","Neu"
"44375","chr7:100564879-100588727","chr7:100412071-100413822","Ery,Mac1,Mac2,Mon,Neu"
"44376","chr7:100564879-100588727","chr7:100460863-100495051","Ery,Mac1,MK"
"44377","chr7:100564879-100588727","chr7:100549235-100557773","nCD8,Ery,Neu"
"44378","chr7:100564879-100588727","chr7:100557773-100563269","Ery"
"44379","chr7:100564879-100588727","chr7:100616348-100617913","Mac0,Mac1,Mac2,Mon,Neu"
"44380","chr7:100564879-100588727","chr7:100690159-100703923","Ery"
"44381","chr7:100564879-100588727","chr7:100831857-100836284","Ery,Mac1,Mac2,Mon,Neu"
"44382","chr7:100601455-100616348","chr7:100460863-100495051","Mac0,Mac1,Mac2,Mon,Neu"
"44383","chr7:100601455-100616348","chr7:100690159-100703923","Ery,Mac1,Mac2,Mon,Neu"
"44384","chr7:100670143-100690159","chr7:100460863-100495051","Ery,Mac1,MK"
"44385","chr7:100670143-100690159","chr7:100549235-100557773","nCD8,Ery,Neu"
"44386","chr7:100670143-100690159","chr7:100557773-100563269","Neu"
"44387","chr7:100670143-100690159","chr7:100563269-100564879","Ery"
"44388","chr7:100670143-100690159","chr7:100616348-100617913","Ery,Mac1,Mac2,Mon,Neu"
"44389","chr7:100703923-100711925","chr7:100460863-100495051","Neu"
"44390","chr7:100870237-100880744","chr7:99998264-100017947","Ery,Mac1,MK"
"44391","chr7:101085090-101094968","chr7:100549235-100557773","Ery"
"44392","chr7:101085090-101094968","chr7:100888403-100902940","Ery"
"44393","chr7:101218043-101218857","chr7:100888403-100902940","Ery"
"44394","chr7:101249584-101254771","chr7:100831857-100836284","Mac1,Neu"
"44395","chr7:101812965-101823496","chr7:101542429-101551925","Mac1"
"44396","chr7:101812965-101823496","chr7:101551925-101557901","MK"
"44397","chr7:101812965-101823496","chr7:101557901-101566999","Mac1"
"44398","chr7:101812965-101823496","chr7:101728505-101733752","Ery,MK"
"44399","chr7:101812965-101823496","chr7:102075671-102086810","Mac0,Mac1,Mac2"
"44400","chr7:101812965-101823496","chr7:102190373-102193239","Mac2,Neu"
"44401","chr7:101812965-101823496","chr7:102255970-102266630","Mac1"
"44402","chr7:102283001-102285455","chr7:101542429-101551925","Mac1"
"44403","chr7:102283001-102285455","chr7:101551925-101557901","MK"
"44404","chr7:102283001-102285455","chr7:101557901-101566999","MK"
"44405","chr7:102283001-102285455","chr7:101566999-101575117","Mac1"
"44406","chr7:102283001-102285455","chr7:101614206-101630214","nCD8"
"44407","chr7:102397011-102410272","chr7:101497918-101512908","Mac1,Neu"
"44408","chr7:102397011-102410272","chr7:101542429-101551925","Mac1"
"44409","chr7:102397011-102410272","chr7:101551925-101557901","MK"
"44410","chr7:102397011-102410272","chr7:101557901-101566999","MK"
"44411","chr7:102397011-102410272","chr7:101566999-101575117","Mac1,Mon,Neu"
"44412","chr7:102397011-102410272","chr7:101790475-101799781","Neu"
"44413","chr7:102397011-102410272","chr7:102266630-102283001","Neu"
"44414","chr7:102397011-102410272","chr7:102448936-102467876","Neu"
"44415","chr7:102430991-102437957","chr7:102410272-102412628","Neu"
"44416","chr7:102430991-102437957","chr7:102448936-102467876","Neu"
"44417","chr7:102448936-102467876","chr7:102410272-102412628","Neu"
"44418","chr7:102448936-102467876","chr7:102412628-102419803","Mon"
"44419","chr7:102911639-102913495","chr7:102894979-102901170","Ery,MK"
"44420","chr7:103070685-103075681","chr7:102866086-102866899","Ery,MK"
"44421","chr7:103070685-103075681","chr7:102867036-102869462","Mac2"
"44422","chr7:103070685-103075681","chr7:102875192-102880317","MK,Neu"
"44423","chr7:103070685-103075681","chr7:102890500-102890726","MK,Neu"
"44424","chr7:103070685-103075681","chr7:102890726-102891026","MK,Neu"
"44425","chr7:103070685-103075681","chr7:102891026-102894979","MK,Mon,Neu"
"44426","chr7:103070685-103075681","chr7:102894979-102901170","Neu"
"44427","chr7:103070685-103075681","chr7:102904125-102911639","Ery"
"44428","chr7:103070685-103075681","chr7:102926858-102927147","Ery"
"44429","chr7:103070685-103075681","chr7:102927147-102928133","Ery"
"44430","chr7:103070685-103075681","chr7:102928222-102928404","Mac1"
"44431","chr7:103070685-103075681","chr7:103294549-103305898","Mac2"
"44432","chr7:103146396-103150245","chr7:102875192-102880317","MK,Neu"
"44433","chr7:103146396-103150245","chr7:102891026-102894979","MK,Mon,Neu"
"44434","chr7:103146396-103150245","chr7:102894979-102901170","MK"
"44435","chr7:103146396-103150245","chr7:103063977-103069476","Ery"
"44436","chr7:103146396-103150245","chr7:103096823-103097170","Ery"
"44437","chr7:103146396-103150245","chr7:103097170-103097755","Ery"
"44438","chr7:103146396-103150245","chr7:103097755-103099993","Ery,MK"
"44439","chr7:103146396-103150245","chr7:103133665-103135635","nCD8"
"44440","chr7:103294549-103305898","chr7:103081678-103086706","Ery"
"44441","chr7:103294549-103305898","chr7:103092674-103096823","Ery"
"44442","chr7:103294549-103305898","chr7:103096823-103097170","Ery"
"44443","chr7:103294549-103305898","chr7:103097170-103097755","Ery"
"44444","chr7:103294549-103305898","chr7:103097755-103099993","Ery,MK"
"44445","chr7:103294549-103305898","chr7:103133665-103135635","MK"
"44446","chr7:103294549-103305898","chr7:103373031-103376777","nCD4,nCD8,Mac1,Mac2,MK"
"44447","chr7:103294549-103305898","chr7:105032839-105038998","nCD4,nCD8"
"44448","chr7:103294549-103305898","chr7:105052421-105058310","nCD4,Ery"
"44449","chr7:103294549-103305898","chr7:105058310-105064845","Mac2"
"44450","chr7:103294549-103305898","chr7:105084033-105086371","nCD4,MK"
"44451","chr7:103294549-103305898","chr7:105119550-105122742","MK"
"44452","chr7:103344181-103349771","chr7:103063977-103069476","Ery"
"44453","chr7:103344181-103349771","chr7:103092674-103096823","Ery"
"44454","chr7:103344181-103349771","chr7:103096823-103097170","Ery"
"44455","chr7:103344181-103349771","chr7:103097170-103097755","Ery"
"44456","chr7:103344181-103349771","chr7:103097755-103099993","Ery,MK"
"44457","chr7:103344181-103349771","chr7:103133665-103135635","Mac1"
"44458","chr7:103344181-103349771","chr7:103294549-103305898","Mac1"
"44459","chr7:103344181-103349771","chr7:104988488-104993754","Mac1"
"44460","chr7:103344181-103349771","chr7:104996500-105006825","nCD4,nCD8,Mac1,Mac2,MK"
"44461","chr7:103344181-103349771","chr7:105038998-105052084","Mac2"
"44462","chr7:103344181-103349771","chr7:105084033-105086371","Mac2"
"44463","chr7:103344181-103349771","chr7:105086371-105090235","Mon"
"44464","chr7:103344181-103349771","chr7:105517605-105527632","Mac1"
"44465","chr7:105010617-105015232","chr7:104988488-104993754","Mac1"
"44466","chr7:105010617-105015232","chr7:104996500-105006825","nCD4,nCD8,Mac1,Mac2,MK"
"44467","chr7:105010617-105015232","chr7:105032839-105038998","nCD4,nCD8,Mac1,Mac2,MK"
"44468","chr7:105010617-105015232","chr7:105038998-105052084","nCD4,nCD8"
"44469","chr7:105010617-105015232","chr7:105052421-105058310","nCD4,Ery"
"44470","chr7:105010617-105015232","chr7:105058310-105064845","Mac2"
"44471","chr7:105010617-105015232","chr7:105084033-105086371","nCD4,Mac2"
"44472","chr7:105010617-105015232","chr7:105320805-105325046","Mac0,Mac1,Mac2,Mon,Neu"
"44473","chr7:105010617-105015232","chr7:105327526-105340819","Mac2,Mon,Neu"
"44474","chr7:105010617-105015232","chr7:105340819-105342807","nCD4,Mac1,Neu"
"44475","chr7:105010617-105015232","chr7:105382740-105398691","nCD8,Neu"
"44476","chr7:105010617-105015232","chr7:105430037-105435481","Neu"
"44477","chr7:105010617-105015232","chr7:105513189-105517605","Mon"
"44478","chr7:105010617-105015232","chr7:105517605-105527632","nCD4"
"44479","chr7:105010617-105015232","chr7:107172199-107178004","Mac1"
"44480","chr7:105517605-105527632","chr7:104996500-105006825","nCD4,nCD8"
"44481","chr7:105517605-105527632","chr7:105052421-105058310","Mac2"
"44482","chr7:105517605-105527632","chr7:105084033-105086371","nCD4,MK"
"44483","chr7:105517605-105527632","chr7:105119550-105122742","Mon"
"44484","chr7:105517605-105527632","chr7:105191801-105196065","nCD4,Mac1,Neu"
"44485","chr7:105517605-105527632","chr7:105382740-105398691","Mac0,Mac1,Mac2,Mon,Neu"
"44486","chr7:105527632-105532454","chr7:105327526-105340819","nCD4"
"44487","chr7:105527632-105532454","chr7:105871168-105884983","nCD4"
"44488","chr7:105871168-105884983","chr7:105666243-105666792","nCD4"
"44489","chr7:105871168-105884983","chr7:105666792-105669070","nCD8"
"44490","chr7:105871168-105884983","chr7:105761260-105762246","nCD8"
"44491","chr7:105871168-105884983","chr7:106030601-106032076","nCD4"
"44492","chr7:106106758-106114031","chr7:105666243-105666792","Neu"
"44493","chr7:106279128-106289784","chr7:106345675-106352821","Mac2,Neu"
"44494","chr7:106279128-106289784","chr7:106352821-106360411","Neu"
"44495","chr7:106279128-106289784","chr7:106370162-106375083","Neu"
"44496","chr7:106279128-106289784","chr7:106380774-106382549","Neu"
"44497","chr7:106279128-106289784","chr7:106428221-106430383","Neu"
"44498","chr7:106279128-106289784","chr7:106458596-106461200","MK"
"44499","chr7:106659622-106665030","chr7:106116913-106120978","Neu"
"44500","chr7:106659622-106665030","chr7:106174913-106194539","Neu"
"44501","chr7:106659622-106665030","chr7:106237590-106239547","Neu"
"44502","chr7:106659622-106665030","chr7:106370162-106375083","Neu"
"44503","chr7:106659622-106665030","chr7:106380774-106382549","Mac1,Mac2,Mon"
"44504","chr7:106659622-106665030","chr7:106735965-106744336","Mac1,Mac2"
"44505","chr7:106659622-106665030","chr7:106781980-106783513","Mac1,Mac2"
